artist,song,rank,streams,country,week
Burak Yeter,Tuesday,10,645907,no,2017-03-31--2017-04-07
Kygo,It Ain't Me (with Selena Gomez),1,1167946,no,2017-03-24--2017-03-31
Ed Sheeran,Shape of You,2,1039556,no,2017-03-24--2017-03-31
Clean Bandit,Symphony (feat. Zara Larsson),3,888886,no,2017-03-24--2017-03-31
Ed Sheeran,Galway Girl,4,871070,no,2017-03-24--2017-03-31
Astrid S,Breathe,5,803912,no,2017-03-24--2017-03-31
Julia Michaels,Issues,6,784958,no,2017-03-24--2017-03-31
The Chainsmokers,Something Just Like This,7,723355,no,2017-03-24--2017-03-31
Jax Jones,You Don't Know Me - Radio Edit,8,720689,no,2017-03-24--2017-03-31
Martin Garrix,Scared to Be Lonely,9,710088,no,2017-03-24--2017-03-31
Cezinando,Håper du har plass,10,658875,no,2017-03-24--2017-03-31
Kygo,It Ain't Me (with Selena Gomez),1,1266205,no,2017-03-17--2017-03-24
Ed Sheeran,Shape of You,2,1113858,no,2017-03-17--2017-03-24
Ed Sheeran,Galway Girl,3,857058,no,2017-03-17--2017-03-24
Astrid S,Breathe,4,843781,no,2017-03-17--2017-03-24
Julia Michaels,Issues,5,838964,no,2017-03-17--2017-03-24
Martin Garrix,Scared to Be Lonely,6,766626,no,2017-03-17--2017-03-24
The Chainsmokers,Something Just Like This,7,750397,no,2017-03-17--2017-03-24
AJR,Weak,8,699415,no,2017-03-17--2017-03-24
Jax Jones,You Don't Know Me - Radio Edit,9,699216,no,2017-03-17--2017-03-24
Clean Bandit,Symphony (feat. Zara Larsson),10,638939,no,2017-03-17--2017-03-24
Kygo,It Ain't Me (with Selena Gomez),1,1436447,no,2017-03-10--2017-03-17
Ed Sheeran,Shape of You,2,1217432,no,2017-03-10--2017-03-17
Astrid S,Breathe,3,995976,no,2017-03-10--2017-03-17
Julia Michaels,Issues,4,899540,no,2017-03-10--2017-03-17
Martin Garrix,Scared to Be Lonely,5,820825,no,2017-03-10--2017-03-17
Ed Sheeran,Galway Girl,6,803289,no,2017-03-10--2017-03-17
The Chainsmokers,Something Just Like This,7,801078,no,2017-03-10--2017-03-17
AJR,Weak,8,716631,no,2017-03-10--2017-03-17
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",9,706095,no,2017-03-10--2017-03-17
Katy Perry,Chained To The Rhythm,10,637385,no,2017-03-10--2017-03-17
Kygo,It Ain't Me (with Selena Gomez),1,1656835,no,2017-03-03--2017-03-10
Ed Sheeran,Shape of You,2,1357420,no,2017-03-03--2017-03-10
Julia Michaels,Issues,3,930300,no,2017-03-03--2017-03-10
Martin Garrix,Scared to Be Lonely,4,886712,no,2017-03-03--2017-03-10
The Chainsmokers,Something Just Like This,5,847297,no,2017-03-03--2017-03-10
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",6,775734,no,2017-03-03--2017-03-10
Ed Sheeran,Castle on the Hill,7,691210,no,2017-03-03--2017-03-10
AJR,Weak,8,673654,no,2017-03-03--2017-03-10
Katy Perry,Chained To The Rhythm,9,647609,no,2017-03-03--2017-03-10
The Chainsmokers,Paris,10,636674,no,2017-03-03--2017-03-10
Kygo,It Ain't Me (with Selena Gomez),1,1901124,no,2017-02-24--2017-03-03
Ed Sheeran,Shape of You,2,1264525,no,2017-02-24--2017-03-03
Julia Michaels,Issues,3,1004853,no,2017-02-24--2017-03-03
Martin Garrix,Scared to Be Lonely,4,964462,no,2017-02-24--2017-03-03
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",5,866850,no,2017-02-24--2017-03-03
The Chainsmokers,Something Just Like This,6,820433,no,2017-02-24--2017-03-03
The Chainsmokers,Paris,7,715692,no,2017-02-24--2017-03-03
Katy Perry,Chained To The Rhythm,8,672830,no,2017-02-24--2017-03-03
AJR,Weak,9,624004,no,2017-02-24--2017-03-03
Alessia Cara,"How Far I'll Go - From ""Moana""",10,579952,no,2017-02-24--2017-03-03
Kygo,It Ain't Me (with Selena Gomez),1,2362490,no,2017-02-17--2017-02-24
Ed Sheeran,Shape of You,2,1370583,no,2017-02-17--2017-02-24
Martin Garrix,Scared to Be Lonely,3,1073361,no,2017-02-17--2017-02-24
Julia Michaels,Issues,4,1038775,no,2017-02-17--2017-02-24
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",5,967158,no,2017-02-17--2017-02-24
The Chainsmokers,Paris,6,765420,no,2017-02-17--2017-02-24
Katy Perry,Chained To The Rhythm,7,613128,no,2017-02-17--2017-02-24
Ed Sheeran,Castle on the Hill,8,600928,no,2017-02-17--2017-02-24
Alan Walker,Alone,9,563961,no,2017-02-17--2017-02-24
Alessia Cara,"How Far I'll Go - From ""Moana""",10,556157,no,2017-02-17--2017-02-24
Ed Sheeran,Shape of You,1,1363650,no,2017-02-10--2017-02-17
Martin Garrix,Scared to Be Lonely,2,1008441,no,2017-02-10--2017-02-17
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,949875,no,2017-02-10--2017-02-17
Julia Michaels,Issues,4,925751,no,2017-02-10--2017-02-17
The Chainsmokers,Paris,5,796294,no,2017-02-10--2017-02-17
Ed Sheeran,Castle on the Hill,6,620688,no,2017-02-10--2017-02-17
Alan Walker,Alone,7,594734,no,2017-02-10--2017-02-17
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),8,564093,no,2017-02-10--2017-02-17
Alessia Cara,"How Far I'll Go - From ""Moana""",9,531856,no,2017-02-10--2017-02-17
Alok,Hear Me Now,10,523133,no,2017-02-10--2017-02-17
Ed Sheeran,Shape of You,1,1444732,no,2017-02-03--2017-02-10
Martin Garrix,Scared to Be Lonely,2,887639,no,2017-02-03--2017-02-10
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,833302,no,2017-02-03--2017-02-10
The Chainsmokers,Paris,4,821784,no,2017-02-03--2017-02-10
Julia Michaels,Issues,5,800905,no,2017-02-03--2017-02-10
Ed Sheeran,Castle on the Hill,6,677107,no,2017-02-03--2017-02-10
Alan Walker,Alone,7,673768,no,2017-02-03--2017-02-10
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),8,625829,no,2017-02-03--2017-02-10
Alok,Hear Me Now,9,556277,no,2017-02-03--2017-02-10
Hearts & Colors,Lighthouse - Andrelli Remix,10,527414,no,2017-02-03--2017-02-10
Ed Sheeran,Shape of You,1,1478535,no,2017-01-27--2017-02-03
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,871917,no,2017-01-27--2017-02-03
The Chainsmokers,Paris,3,833914,no,2017-01-27--2017-02-03
Alan Walker,Alone,4,747307,no,2017-01-27--2017-02-03
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5,677910,no,2017-01-27--2017-02-03
Ed Sheeran,Castle on the Hill,6,658157,no,2017-01-27--2017-02-03
Martin Garrix,Scared to Be Lonely,7,603726,no,2017-01-27--2017-02-03
Alok,Hear Me Now,8,581129,no,2017-01-27--2017-02-03
Julia Michaels,Issues,9,568505,no,2017-01-27--2017-02-03
Hearts & Colors,Lighthouse - Andrelli Remix,10,547826,no,2017-01-27--2017-02-03
Ed Sheeran,Shape of You,1,1469492,no,2017-01-20--2017-01-27
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,850374,no,2017-01-20--2017-01-27
Alan Walker,Alone,3,800415,no,2017-01-20--2017-01-27
The Chainsmokers,Paris,4,774519,no,2017-01-20--2017-01-27
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5,718600,no,2017-01-20--2017-01-27
Ed Sheeran,Castle on the Hill,6,678420,no,2017-01-20--2017-01-27
Alok,Hear Me Now,7,605714,no,2017-01-20--2017-01-27
Noah Cyrus,Make Me (Cry),8,587275,no,2017-01-20--2017-01-27
Hearts & Colors,Lighthouse - Andrelli Remix,9,527122,no,2017-01-20--2017-01-27
Martin Jensen,Solo Dance,10,522695,no,2017-01-20--2017-01-27
Ed Sheeran,Shape of You,1,1458151,no,2017-01-13--2017-01-20
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,873600,no,2017-01-13--2017-01-20
Alan Walker,Alone,3,869225,no,2017-01-13--2017-01-20
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4,750651,no,2017-01-13--2017-01-20
Ed Sheeran,Castle on the Hill,5,739132,no,2017-01-13--2017-01-20
The Chainsmokers,Paris,6,614805,no,2017-01-13--2017-01-20
Noah Cyrus,Make Me (Cry),7,610241,no,2017-01-13--2017-01-20
Alok,Hear Me Now,8,587545,no,2017-01-13--2017-01-20
The Weeknd,I Feel It Coming,9,535731,no,2017-01-13--2017-01-20
Hearts & Colors,Lighthouse - Andrelli Remix,10,524270,no,2017-01-13--2017-01-20
Ed Sheeran,Shape of You,1,1371925,no,2017-01-06--2017-01-13
Alan Walker,Alone,2,933624,no,2017-01-06--2017-01-13
Ed Sheeran,Castle on the Hill,3,862188,no,2017-01-06--2017-01-13
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4,838204,no,2017-01-06--2017-01-13
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5,767308,no,2017-01-06--2017-01-13
Noah Cyrus,Make Me (Cry),6,568677,no,2017-01-06--2017-01-13
Alok,Hear Me Now,7,567663,no,2017-01-06--2017-01-13
The Weeknd,I Feel It Coming,8,539268,no,2017-01-06--2017-01-13
Starley,Call On Me - Ryan Riback Extended Remix,9,536820,no,2017-01-06--2017-01-13
Hearts & Colors,Lighthouse - Andrelli Remix,10,501674,no,2017-01-06--2017-01-13
Alan Walker,Alone,1,931448,no,2016-12-30--2017-01-06
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2,786241,no,2016-12-30--2017-01-06
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,683480,no,2016-12-30--2017-01-06
Starley,Call On Me - Ryan Riback Extended Remix,4,544162,no,2016-12-30--2017-01-06
The Weeknd,I Feel It Coming,5,525291,no,2016-12-30--2017-01-06
Martin Jensen,Solo Dance,6,503140,no,2016-12-30--2017-01-06
Noah Cyrus,Make Me (Cry),7,479633,no,2016-12-30--2017-01-06
Alok,Hear Me Now,8,466154,no,2016-12-30--2017-01-06
Sia,Move Your Body - Alan Walker Remix,9,445874,no,2016-12-30--2017-01-06
The Vamps,All Night,10,431332,no,2016-12-30--2017-01-06
Alan Walker,Alone,1,928018,no,2016-12-23--2016-12-30
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2,690913,no,2016-12-23--2016-12-30
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,558216,no,2016-12-23--2016-12-30
Freddy Kalas,Hey Ho,4,516702,no,2016-12-23--2016-12-30
Mariah Carey,All I Want for Christmas Is You,5,469358,no,2016-12-23--2016-12-30
Starley,Call On Me - Ryan Riback Extended Remix,6,461297,no,2016-12-23--2016-12-30
Martin Jensen,Solo Dance,7,445936,no,2016-12-23--2016-12-30
Maria Mena,Home for Christmas,8,438339,no,2016-12-23--2016-12-30
The Weeknd,I Feel It Coming,9,419891,no,2016-12-23--2016-12-30
Sia,Move Your Body - Alan Walker Remix,10,391912,no,2016-12-23--2016-12-30
Lady Gaga,Shallow,1,334238,nz,2018-10-26--2018-11-02
Billie Eilish,when the party's over,2,310122,nz,2018-10-26--2018-11-02
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3,297675,nz,2018-10-26--2018-11-02
George Ezra,Shotgun,4,281067,nz,2018-10-26--2018-11-02
Halsey,Without Me,5,267464,nz,2018-10-26--2018-11-02
Khalid,Better,6,260220,nz,2018-10-26--2018-11-02
Marshmello,Happier,7,259265,nz,2018-10-26--2018-11-02
benny blanco,Eastside (with Halsey & Khalid),8,239737,nz,2018-10-26--2018-11-02
Kodak Black,ZEZE (feat. Travis Scott & Offset),9,234464,nz,2018-10-26--2018-11-02
Dean Lewis,Be Alright,10,215574,nz,2018-10-26--2018-11-02
George Ezra,Shotgun,1,320957,nz,2018-10-19--2018-10-26
Billie Eilish,when the party's over,2,305395,nz,2018-10-19--2018-10-26
Khalid,Better,3,281211,nz,2018-10-19--2018-10-26
Marshmello,Happier,4,273526,nz,2018-10-19--2018-10-26
Lady Gaga,Shallow,5,271555,nz,2018-10-19--2018-10-26
benny blanco,Eastside (with Halsey & Khalid),6,268077,nz,2018-10-19--2018-10-26
Kodak Black,ZEZE (feat. Travis Scott & Offset),7,263358,nz,2018-10-19--2018-10-26
Halsey,Without Me,8,261960,nz,2018-10-19--2018-10-26
Dean Lewis,Be Alright,9,227839,nz,2018-10-19--2018-10-26
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,10,217484,nz,2018-10-19--2018-10-26
George Ezra,Shotgun,1,318406,nz,2018-10-12--2018-10-19
benny blanco,Eastside (with Halsey & Khalid),2,281231,nz,2018-10-12--2018-10-19
Marshmello,Happier,3,268451,nz,2018-10-12--2018-10-19
Kodak Black,ZEZE (feat. Travis Scott & Offset),4,258164,nz,2018-10-12--2018-10-19
Kanye West,I Love It (& Lil Pump),5,242760,nz,2018-10-12--2018-10-19
Dean Lewis,Be Alright,6,240906,nz,2018-10-12--2018-10-19
Khalid,Better,7,239216,nz,2018-10-12--2018-10-19
Halsey,Without Me,8,228788,nz,2018-10-12--2018-10-19
Lil Peep,Falling Down,9,221993,nz,2018-10-12--2018-10-19
Calvin Harris,Promises (with Sam Smith),10,195657,nz,2018-10-12--2018-10-19
George Ezra,Shotgun,1,314372,nz,2018-10-05--2018-10-12
benny blanco,Eastside (with Halsey & Khalid),2,294860,nz,2018-10-05--2018-10-12
Kanye West,I Love It (& Lil Pump),3,274655,nz,2018-10-05--2018-10-12
Marshmello,Happier,4,273325,nz,2018-10-05--2018-10-12
Dean Lewis,Be Alright,5,243288,nz,2018-10-05--2018-10-12
Lil Peep,Falling Down,6,242976,nz,2018-10-05--2018-10-12
Khalid,Better,7,226271,nz,2018-10-05--2018-10-12
Calvin Harris,Promises (with Sam Smith),8,205037,nz,2018-10-05--2018-10-12
Six60,Vibes,9,192945,nz,2018-10-05--2018-10-12
Travis Scott,SICKO MODE,10,173203,nz,2018-10-05--2018-10-12
Kanye West,I Love It (& Lil Pump),1,325990,nz,2018-09-28--2018-10-05
George Ezra,Shotgun,2,303947,nz,2018-09-28--2018-10-05
benny blanco,Eastside (with Halsey & Khalid),3,303215,nz,2018-09-28--2018-10-05
Lil Peep,Falling Down,4,286072,nz,2018-09-28--2018-10-05
Marshmello,Happier,5,269657,nz,2018-09-28--2018-10-05
Dean Lewis,Be Alright,6,250842,nz,2018-09-28--2018-10-05
Khalid,Better,7,226681,nz,2018-09-28--2018-10-05
Calvin Harris,Promises (with Sam Smith),8,206157,nz,2018-09-28--2018-10-05
Eminem,Killshot,9,194011,nz,2018-09-28--2018-10-05
Six60,Vibes,10,193074,nz,2018-09-28--2018-10-05
Kanye West,I Love It (& Lil Pump),1,392997,nz,2018-09-21--2018-09-28
Lil Peep,Falling Down,2,366658,nz,2018-09-21--2018-09-28
benny blanco,Eastside (with Halsey & Khalid),3,317739,nz,2018-09-21--2018-09-28
George Ezra,Shotgun,4,296814,nz,2018-09-21--2018-09-28
Dean Lewis,Be Alright,5,272647,nz,2018-09-21--2018-09-28
Marshmello,Happier,6,259298,nz,2018-09-21--2018-09-28
Khalid,Better,7,228350,nz,2018-09-21--2018-09-28
Eminem,Lucky You (feat. Joyner Lucas),8,227221,nz,2018-09-21--2018-09-28
Eminem,Killshot,9,219487,nz,2018-09-21--2018-09-28
Calvin Harris,Promises (with Sam Smith),10,218498,nz,2018-09-21--2018-09-28
Kanye West,I Love It (& Lil Pump),1,411227,nz,2018-09-14--2018-09-21
benny blanco,Eastside (with Halsey & Khalid),2,332805,nz,2018-09-14--2018-09-21
Dean Lewis,Be Alright,3,317286,nz,2018-09-14--2018-09-21
Eminem,Lucky You (feat. Joyner Lucas),4,272971,nz,2018-09-14--2018-09-21
George Ezra,Shotgun,5,270770,nz,2018-09-14--2018-09-21
Marshmello,Happier,6,243978,nz,2018-09-14--2018-09-21
Calvin Harris,Promises (with Sam Smith),7,220742,nz,2018-09-14--2018-09-21
DJ Khaled,No Brainer,8,217521,nz,2018-09-14--2018-09-21
Maroon 5,Girls Like You (feat. Cardi B),9,213390,nz,2018-09-14--2018-09-21
Travis Scott,SICKO MODE,10,209182,nz,2018-09-14--2018-09-21
benny blanco,Eastside (with Halsey & Khalid),1,342494,nz,2018-09-07--2018-09-14
Dean Lewis,Be Alright,2,318159,nz,2018-09-07--2018-09-14
Kanye West,I Love It (& Lil Pump),3,310604,nz,2018-09-07--2018-09-14
Eminem,Lucky You (feat. Joyner Lucas),4,282122,nz,2018-09-07--2018-09-14
Marshmello,Happier,5,252956,nz,2018-09-07--2018-09-14
DJ Khaled,No Brainer,6,235939,nz,2018-09-07--2018-09-14
Calvin Harris,Promises (with Sam Smith),7,234959,nz,2018-09-07--2018-09-14
Eminem,The Ringer,8,231056,nz,2018-09-07--2018-09-14
Maroon 5,Girls Like You (feat. Cardi B),9,223096,nz,2018-09-07--2018-09-14
Travis Scott,SICKO MODE,10,214693,nz,2018-09-07--2018-09-14
Eminem,The Ringer,1,340208,nz,2018-08-31--2018-09-07
benny blanco,Eastside (with Halsey & Khalid),2,334673,nz,2018-08-31--2018-09-07
Eminem,Lucky You (feat. Joyner Lucas),3,326193,nz,2018-08-31--2018-09-07
Dean Lewis,Be Alright,4,311837,nz,2018-08-31--2018-09-07
DJ Khaled,No Brainer,5,249486,nz,2018-08-31--2018-09-07
Maroon 5,Girls Like You (feat. Cardi B),6,234074,nz,2018-08-31--2018-09-07
Drake,In My Feelings,7,231452,nz,2018-08-31--2018-09-07
Eminem,Fall,8,224164,nz,2018-08-31--2018-09-07
Eminem,Greatest,9,222243,nz,2018-08-31--2018-09-07
Marshmello,Happier,10,219443,nz,2018-08-31--2018-09-07
benny blanco,Eastside (with Halsey & Khalid),1,336425,nz,2018-08-24--2018-08-31
Dean Lewis,Be Alright,2,298198,nz,2018-08-24--2018-08-31
DJ Khaled,No Brainer,3,280640,nz,2018-08-24--2018-08-31
Maroon 5,Girls Like You (feat. Cardi B),4,269361,nz,2018-08-24--2018-08-31
Drake,In My Feelings,5,259631,nz,2018-08-24--2018-08-31
Ariana Grande,God is a woman,6,240386,nz,2018-08-24--2018-08-31
Tyga,Taste (feat. Offset),7,233420,nz,2018-08-24--2018-08-31
Travis Scott,SICKO MODE,8,231324,nz,2018-08-24--2018-08-31
5 Seconds of Summer,Youngblood,9,229995,nz,2018-08-24--2018-08-31
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),10,214452,nz,2018-08-24--2018-08-31
benny blanco,Eastside (with Halsey & Khalid),1,335289,nz,2018-08-17--2018-08-24
DJ Khaled,No Brainer,2,307345,nz,2018-08-17--2018-08-24
Drake,In My Feelings,3,290925,nz,2018-08-17--2018-08-24
Ariana Grande,God is a woman,4,279188,nz,2018-08-17--2018-08-24
Maroon 5,Girls Like You (feat. Cardi B),5,276875,nz,2018-08-17--2018-08-24
5 Seconds of Summer,Youngblood,6,246355,nz,2018-08-17--2018-08-24
Tyga,Taste (feat. Offset),7,245083,nz,2018-08-17--2018-08-24
Ariana Grande,breathin,8,236890,nz,2018-08-17--2018-08-24
Dean Lewis,Be Alright,9,233104,nz,2018-08-17--2018-08-24
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),10,232014,nz,2018-08-17--2018-08-24
benny blanco,Eastside (with Halsey & Khalid),1,366278,nz,2018-08-10--2018-08-17
Drake,In My Feelings,2,351889,nz,2018-08-10--2018-08-17
DJ Khaled,No Brainer,3,340435,nz,2018-08-10--2018-08-17
Maroon 5,Girls Like You (feat. Cardi B),4,285565,nz,2018-08-10--2018-08-17
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),5,269038,nz,2018-08-10--2018-08-17
5 Seconds of Summer,Youngblood,6,259299,nz,2018-08-10--2018-08-17
Tyga,Taste (feat. Offset),7,258374,nz,2018-08-10--2018-08-17
Travis Scott,SICKO MODE,8,242515,nz,2018-08-10--2018-08-17
Juice WRLD,Lucid Dreams,9,238090,nz,2018-08-10--2018-08-17
Tiësto,Jackie Chan,10,211043,nz,2018-08-10--2018-08-17
Drake,In My Feelings,1,410788,nz,2018-08-03--2018-08-10
benny blanco,Eastside (with Halsey & Khalid),2,359918,nz,2018-08-03--2018-08-10
DJ Khaled,No Brainer,3,356966,nz,2018-08-03--2018-08-10
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),4,305961,nz,2018-08-03--2018-08-10
Maroon 5,Girls Like You (feat. Cardi B),5,296039,nz,2018-08-03--2018-08-10
Travis Scott,SICKO MODE,6,286695,nz,2018-08-03--2018-08-10
Tyga,Taste (feat. Offset),7,274109,nz,2018-08-03--2018-08-10
5 Seconds of Summer,Youngblood,8,269175,nz,2018-08-03--2018-08-10
Juice WRLD,Lucid Dreams,9,245501,nz,2018-08-03--2018-08-10
Travis Scott,STARGAZING,10,241719,nz,2018-08-03--2018-08-10
Drake,In My Feelings,1,480924,nz,2018-07-27--2018-08-03
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2,321717,nz,2018-07-27--2018-08-03
benny blanco,Eastside (with Halsey & Khalid),3,308009,nz,2018-07-27--2018-08-03
Maroon 5,Girls Like You (feat. Cardi B),4,305972,nz,2018-07-27--2018-08-03
Tyga,Taste (feat. Offset),5,304537,nz,2018-07-27--2018-08-03
DJ Khaled,No Brainer,6,286100,nz,2018-07-27--2018-08-03
5 Seconds of Summer,Youngblood,7,281357,nz,2018-07-27--2018-08-03
Juice WRLD,Lucid Dreams,8,269652,nz,2018-07-27--2018-08-03
Ariana Grande,God is a woman,9,242058,nz,2018-07-27--2018-08-03
Tiësto,Jackie Chan,10,236426,nz,2018-07-27--2018-08-03
Drake,In My Feelings,1,555845,nz,2018-07-20--2018-07-27
Maroon 5,Girls Like You (feat. Cardi B),2,316207,nz,2018-07-20--2018-07-27
Tyga,Taste (feat. Offset),3,307174,nz,2018-07-20--2018-07-27
5 Seconds of Summer,Youngblood,4,304331,nz,2018-07-20--2018-07-27
Juice WRLD,Lucid Dreams,5,280061,nz,2018-07-20--2018-07-27
Ariana Grande,God is a woman,6,259161,nz,2018-07-20--2018-07-27
Tiësto,Jackie Chan,7,240733,nz,2018-07-20--2018-07-27
Post Malone,Better Now,8,226520,nz,2018-07-20--2018-07-27
Billie Eilish,lovely (with Khalid),9,223588,nz,2018-07-20--2018-07-27
Cardi B,I Like It,10,217385,nz,2018-07-20--2018-07-27
Drake,In My Feelings,1,670635,nz,2018-07-13--2018-07-20
Maroon 5,Girls Like You (feat. Cardi B),2,347233,nz,2018-07-13--2018-07-20
5 Seconds of Summer,Youngblood,3,328963,nz,2018-07-13--2018-07-20
Tyga,Taste (feat. Offset),4,308843,nz,2018-07-13--2018-07-20
Juice WRLD,Lucid Dreams,5,295381,nz,2018-07-13--2018-07-20
Tiësto,Jackie Chan,6,247498,nz,2018-07-13--2018-07-20
Ariana Grande,God is a woman,7,246780,nz,2018-07-13--2018-07-20
Post Malone,Better Now,8,243161,nz,2018-07-13--2018-07-20
Cardi B,I Like It,9,235367,nz,2018-07-13--2018-07-20
Drake,Don’t Matter To Me,10,229596,nz,2018-07-13--2018-07-20
Drake,In My Feelings,1,357259,nz,2018-07-06--2018-07-13
Maroon 5,Girls Like You (feat. Cardi B),2,337265,nz,2018-07-06--2018-07-13
5 Seconds of Summer,Youngblood,3,328756,nz,2018-07-06--2018-07-13
Juice WRLD,Lucid Dreams,4,298936,nz,2018-07-06--2018-07-13
Tyga,Taste (feat. Offset),5,273828,nz,2018-07-06--2018-07-13
Post Malone,Better Now,6,254180,nz,2018-07-06--2018-07-13
Drake,Don’t Matter To Me,7,253544,nz,2018-07-06--2018-07-13
XXXTENTACION,SAD!,8,251952,nz,2018-07-06--2018-07-13
Billie Eilish,lovely (with Khalid),9,235963,nz,2018-07-06--2018-07-13
Cardi B,I Like It,10,228972,nz,2018-07-06--2018-07-13
5 Seconds of Summer,Youngblood,1,329659,nz,2018-06-29--2018-07-06
Maroon 5,Girls Like You (feat. Cardi B),2,326073,nz,2018-06-29--2018-07-06
Juice WRLD,Lucid Dreams,3,304693,nz,2018-06-29--2018-07-06
XXXTENTACION,SAD!,4,291292,nz,2018-06-29--2018-07-06
Drake,Nonstop,5,275018,nz,2018-06-29--2018-07-06
Drake,Don’t Matter To Me,6,262092,nz,2018-06-29--2018-07-06
Post Malone,Better Now,7,261517,nz,2018-06-29--2018-07-06
Drake,Nice For What,8,259035,nz,2018-06-29--2018-07-06
Tyga,Taste (feat. Offset),9,258279,nz,2018-06-29--2018-07-06
Billie Eilish,lovely (with Khalid),10,247854,nz,2018-06-29--2018-07-06
5 Seconds of Summer,Youngblood,1,361669,nz,2018-06-22--2018-06-29
XXXTENTACION,SAD!,2,346323,nz,2018-06-22--2018-06-29
Maroon 5,Girls Like You (feat. Cardi B),3,336365,nz,2018-06-22--2018-06-29
Juice WRLD,Lucid Dreams,4,301383,nz,2018-06-22--2018-06-29
Post Malone,Better Now,5,293933,nz,2018-06-22--2018-06-29
XXXTENTACION,Jocelyn Flores,6,269250,nz,2018-06-22--2018-06-29
Billie Eilish,lovely (with Khalid),7,267508,nz,2018-06-22--2018-06-29
XXXTENTACION,Moonlight,8,258277,nz,2018-06-22--2018-06-29
Tyga,Taste (feat. Offset),9,257126,nz,2018-06-22--2018-06-29
Cardi B,I Like It,10,242586,nz,2018-06-22--2018-06-29
5 Seconds of Summer,Youngblood,1,414259,nz,2018-06-15--2018-06-22
Post Malone,Better Now,2,323245,nz,2018-06-15--2018-06-22
Maroon 5,Girls Like You (feat. Cardi B),3,322779,nz,2018-06-15--2018-06-22
XXXTENTACION,SAD!,4,313045,nz,2018-06-15--2018-06-22
Juice WRLD,Lucid Dreams,5,282922,nz,2018-06-15--2018-06-22
Billie Eilish,lovely (with Khalid),6,278229,nz,2018-06-15--2018-06-22
XXXTENTACION,Jocelyn Flores,7,249279,nz,2018-06-15--2018-06-22
Cardi B,I Like It,8,244144,nz,2018-06-15--2018-06-22
Tyga,Taste (feat. Offset),9,230011,nz,2018-06-15--2018-06-22
Drake,Nice For What,10,226914,nz,2018-06-15--2018-06-22
5 Seconds of Summer,Youngblood,1,360729,nz,2018-06-08--2018-06-15
Post Malone,Better Now,2,343708,nz,2018-06-08--2018-06-15
Maroon 5,Girls Like You (feat. Cardi B),3,261041,nz,2018-06-08--2018-06-15
Billie Eilish,lovely (with Khalid),4,259989,nz,2018-06-08--2018-06-15
Drake,Nice For What,5,255672,nz,2018-06-08--2018-06-15
Kanye West,All Mine,6,239358,nz,2018-06-08--2018-06-15
Juice WRLD,Lucid Dreams,7,237388,nz,2018-06-08--2018-06-15
Cardi B,I Like It,8,225561,nz,2018-06-08--2018-06-15
Selena Gomez,Back To You,9,223453,nz,2018-06-08--2018-06-15
Khalid,Love Lies (with Normani),10,218380,nz,2018-06-08--2018-06-15
